OG0	0.05
OG1	0.09761904761904762
OG2	0.09307359307359307
OG3	0.08893280632411067
OG4	0.08514492753623187
OG5	0.08166666666666667
OG6	0.07846153846153847
OG7	0.0754985754985755
OG8	0.07275132275132275
OG9	0.07019704433497537
OG10	0.067816091954023
OG11	0.06559139784946236
OG12	0.06350806451612903
OG13	0.061553030303030304
OG14	0.059714795008912656
OG15	0.05798319327731093
OG16	0.05634920634920634
OG17	0.054804804804804805
OG18	0.05334281650071124
OG19	0.05195681511470985
OG20	0.05064102564102564
OG21	0.05
OG22	0.05
OG23	0.05
OG24	0.05
OG25	0.05
OG26	0.05
OG27	0.05
OG28	0.05
OG29	0.05
OG30	0.05
OG31	0.05
OG32	0.05
OG33	0.05
OG34	0.05
OG35	0.05
OG36	0.05
OG37	0.05
OG38	0.05
OG39	0.05
OG40	0.05
OG41	0.05
OG42	0.05
OG43	0.05
OG44	0.05
OG45	0.05
OG46	0.05
OG47	0.05
OG48	0.05
OG49	0.05
OG50	0.05
OG51	0.05
OG52	0.05
OG53	0.05
OG54	0.05
OG55	0.05
OG56	0.05
OG57	0.05
OG58	0.05
OG59	0.05
OG60	0.05
OG61	0.05
OG62	0.05
OG63	0.05
OG64	0.05
OG65	0.05
OG66	0.05
OG67	0.05
OG68	0.05
OG69	0.05
OG70	0.05
OG71	0.05
OG72	0.05
OG73	0.05
OG74	0.05
OG75	0.05
OG76	0.05
OG77	0.05
OG78	0.05
OG79	0.05
OG80	0.05
OG81	0.05
OG82	0.05
OG83	0.05
OG84	0.05
OG85	0.05
OG86	0.05
OG87	0.05
OG88	0.05
OG89	0.05
OG90	0.05
OG91	0.05
OG92	0.05
OG93	0.05
OG94	0.07500000000000001
OG95	0.07500000000000001
OG96	0.07500000000000001
OG97	0.07500000000000001
OG98	0.07500000000000001
OG99	0.07500000000000001
OG100	0.07500000000000001
OG101	0.07500000000000001
OG102	0.07500000000000001
OG103	0.07500000000000001
OG104	0.07500000000000001
OG105	0.07500000000000001
OG106	0.07500000000000001
OG107	0.07500000000000001
OG108	0.07500000000000001
OG109	0.07500000000000001
OG110	0.07500000000000001
OG111	0.07500000000000001
OG112	0.07500000000000001
OG113	0.05
OG114	0.05
OG115	0.05
OG116	0.05
OG117	0.05
OG118	0.05
OG119	0.05
OG120	0.05
OG121	0.05
OG122	0.05
OG123	0.05
OG124	0.05
OG125	0.05
OG126	0.05
OG127	0.05
OG128	0.05
OG129	0.05
OG130	0.05
OG131	0.05
OG132	0.05
OG133	0.05
OG134	0.05
OG135	0.05
OG136	0.05
OG137	0.05
OG138	0.05
OG139	0.05
OG140	0.05
OG141	0.05
OG142	0.05
OG143	0.05
OG144	0.05
OG145	0.05
OG146	0.05
OG147	0.05
OG148	0.05
OG149	0.05
OG150	0.05
OG151	0.05
OG152	0.05
OG153	0.05
OG154	0.05
OG155	0.05
OG156	0.05
OG157	0.05
OG158	0.05
OG159	0.05
OG160	0.05
OG161	0.05
OG162	0.05
OG163	0.05
OG164	0.05
OG165	0.07500000000000001
OG166	0.07500000000000001
OG167	0.07500000000000001
OG168	0.07500000000000001
OG169	0.07500000000000001
OG170	0.07500000000000001
OG171	0.07500000000000001
OG172	0.07500000000000001
OG173	0.05
OG174	0.05
OG175	0.05
OG176	0.05
OG177	0.05
OG178	0.05
OG179	0.05
OG180	0.05
OG181	0.05
OG182	0.05
OG183	0.05
OG184	0.05
OG185	0.05
OG186	0.05
OG187	0.05
OG188	0.05
OG189	0.05
OG190	0.07500000000000001
OG191	0.07500000000000001
OG192	0.07500000000000001
OG193	0.07500000000000001
OG194	0.07500000000000001
OG195	0.05
OG196	0.05
OG197	0.05
OG198	0.05
OG199	0.05
OG200	0.05
OG201	0.05
OG202	0.07500000000000001
OG203	0.07500000000000001
OG204	0.07500000000000001
OG205	0.07500000000000001
OG206	0.07500000000000001
OG207	0.07500000000000001
OG208	0.07500000000000001
OG209	0.07500000000000001
OG210	0.07500000000000001
OG211	0.07500000000000001
OG212	0.07500000000000001
OG213	0.07500000000000001
OG214	0.07500000000000001
OG215	0.07500000000000001
OG216	0.07500000000000001
OG217	0.07500000000000001
OG218	0.07500000000000001
OG219	0.05
OG220	0.05
OG221	0.05
OG222	0.05
OG223	0.05
OG224	0.05
OG225	0.05
OG226	0.05
OG227	0.05
OG228	0.05
